"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000000001",1110.67001842126,0.0361968230003268,0.138811155036607,0.260763070451946,0.794275224873393,0.994752658532603
"ENSMUSG00000000028",16.5406347491885,-0.402620887536853,0.638709996972055,-0.63036572066441,0.528455333220534,0.974196921286151
"ENSMUSG00000000049",15631.1396217578,-0.0676146244246838,0.110234764619864,-0.613369336414402,0.539632156501394,0.974196921286151
"ENSMUSG00000000056",636.081269019923,0.33296154364503,0.188546523175137,1.76593839036612,0.077406185594827,0.602504061986534
"ENSMUSG00000000058",50.6909406759213,-0.00673056445297379,0.329366091804057,-0.0204349039578059,0.983696440326283,0.998850659924667
"ENSMUSG00000000078",142.202581870888,-0.16425894617719,0.285367706314993,-0.57560453598025,0.564882514393597,0.979386490726269
"ENSMUSG00000000085",92.1771067484597,-0.308107136805275,0.294144979392086,-1.04746692410676,0.294884279479878,0.914768019622127
"ENSMUSG00000000088",866.629907622516,-0.195725360423818,0.134865576334035,-1.45126255152795,0.146706764839936,0.772192472988134
"ENSMUSG00000000093",23.9025427919263,0.293914684673284,0.463071106403153,0.634707457686638,0.525619228846009,0.974196921286151
"ENSMUSG00000000120",50.1891798854133,0.118808610316936,0.43289827840531,0.274449255734158,0.783739394939318,0.994752658532603
"ENSMUSG00000000127",104.615256170835,-0.132133246376639,0.228781637630749,-0.577551798933709,0.563566757449028,0.979386490726269
"ENSMUSG00000000131",470.853670004863,0.243473850684172,0.202701046478244,1.20114747759975,0.229693998926643,0.872931443165822
"ENSMUSG00000000134",331.354309745155,-0.395339330937638,0.271400241085652,-1.45666536387811,0.145208775107756,0.770498115543926
"ENSMUSG00000000142",36.0622387764461,0.0692627039541517,0.413928976004002,0.167329923656956,0.867110460377801,0.996412926720649
"ENSMUSG00000000148",98.5787737775964,0.305037927188098,0.270340549599443,1.12834692257623,0.259173434204123,0.891765760424744
"ENSMUSG00000000149",1193.64897991952,-0.196470696351772,0.136052986585241,-1.4440748511513,0.148717921392507,0.775090549315367
"ENSMUSG00000000154",785.052166055183,-0.205301570265308,0.16540204398391,-1.24122752851397,0.214521708065208,0.853277690891669
"ENSMUSG00000000157",7.06776208225677,0.0149151681583324,0.797818681872864,0.018694934697843,0.98508446907556,0.998850659924667
"ENSMUSG00000000159",259.769516497764,-0.0545467129973491,0.168618045503732,-0.323492736702027,0.746322107360615,0.994269407647806
"ENSMUSG00000000168",517.323090956062,-0.0533995226337862,0.148143364619782,-0.360458416553714,0.718504348239501,0.990309839173229
"ENSMUSG00000000171",1658.35200547191,-0.0710505991620225,0.142750721008498,-0.497724975818459,0.618677901776672,0.986350013506054
"ENSMUSG00000000184",122.734387094118,0.270656865313192,0.235534621129472,1.14911711923834,0.250507690230392,0.886345835911919
"ENSMUSG00000000194",209.223536013198,0.0396185127097425,0.215201409522633,0.184099689670368,0.853935249925653,0.996370864065784
"ENSMUSG00000000247",18.454136871234,0.352152423501785,0.504104926502591,0.698569692514153,0.484820989729276,0.970609625783744
"ENSMUSG00000000253",7.31387842119653,0.741092376763182,0.822732795153578,0.900769218303549,0.367711037109732,0.939485304289323
"ENSMUSG00000000266",104.387605128938,-0.0270785893283313,0.275852793297232,-0.0981631869834072,0.921802713773492,0.998850659924667
"ENSMUSG00000000275",1191.07382897992,0.0758861428430823,0.174686902765705,0.434412320795813,0.66398905232431,0.987605648255257
"ENSMUSG00000000276",20.9456444687455,-0.1362303370566,0.482298750977657,-0.282460480729944,0.777590445118335,0.994752658532603
"ENSMUSG00000000278",410.024429011101,0.00145699520519995,0.150112685678218,0.00970600984598445,0.992255846188848,0.99907563960744
"ENSMUSG00000000282",96.4993485389813,0.427811841543095,0.444590685479642,0.962260019193958,0.335919006834282,0.930203289999329
"ENSMUSG00000000290",116.592226445743,-0.125190828229871,0.234098810245467,-0.534777720991408,0.592803570555262,0.985094085441849
"ENSMUSG00000000296",65.1411227652544,-0.233400477150887,0.298507831858218,-0.781890631471757,0.43427885127917,0.956077056797452
"ENSMUSG00000000301",2368.31959206615,0.105789805285715,0.134942253948358,0.783963526548178,0.433061512204535,0.955526579277417
"ENSMUSG00000000303",447.696704254786,-0.0135289636716857,0.143147564791491,-0.0945106100225459,0.924703554593133,0.998850659924667
"ENSMUSG00000000305",4.49988178546397,-0.436325543811423,1.03724189268221,-0.420659391883146,0.674003817944604,0.988554180215776
"ENSMUSG00000000317",40.6730791692565,-0.839619304867995,0.414791477276156,-2.0241961343603,0.0429499751755025,0.451680725409458
"ENSMUSG00000000320",9.10094203218103,0.00669729684810215,0.783046795443517,0.00855286923728333,0.993175880884281,0.99907563960744
"ENSMUSG00000000325",105.433466840099,0.359025268484909,0.294666735721091,1.2184112591003,0.223067728633301,0.864581685167222
"ENSMUSG00000000326",7578.48699194315,0.016572390655398,0.164345334236171,0.100838826562504,0.919678404772271,0.998850659924667
"ENSMUSG00000000339",75.0332872879228,0.0716970322485098,0.289466063944932,0.247687177112926,0.804376453965463,0.994752658532603
"ENSMUSG00000000340",1003.84428245337,-0.244166682885337,0.170530970447717,-1.43180257664807,0.152200329667338,0.781926178603951
"ENSMUSG00000000346",1285.95686892558,-0.259088575607147,0.121230517700284,-2.13715639033801,0.0325852736991609,0.393787273937083
"ENSMUSG00000000355",227.841096502609,-0.055569558802999,0.193296004921152,-0.287484259313411,0.773741552744684,0.994752658532603
"ENSMUSG00000000374",332.033416145475,-0.058035961303779,0.169901721217597,-0.341585481817756,0.732662864539792,0.992757538072232
"ENSMUSG00000000378",202.934749595109,-0.320338484813452,0.222321452292769,-1.44087977795146,0.149618649984835,0.777597208157655
"ENSMUSG00000000384",315.868844629073,-0.0594184967821314,0.189106545452386,-0.314206452452445,0.753364242332358,0.994752658532603
"ENSMUSG00000000385",34.9071205102099,-0.012959985040264,0.456627464364871,-0.028381965719671,0.977357507678209,0.998850659924667
"ENSMUSG00000000386",16.9204639619264,0.0390793086856959,0.544682032112502,0.0717470127188337,0.942803241800212,0.998850659924667
"ENSMUSG00000000399",896.586965569595,-0.164238515400737,0.128941209192803,-1.27374728706906,0.202752992026207,0.842581818233334
"ENSMUSG00000000409",12.2175579342152,0.758823496730862,0.627086421917529,1.21007802147988,0.226248955874722,0.86952288406269
"ENSMUSG00000000420",611.528966626724,0.113228349810313,0.150329789446943,0.75319968335534,0.451329929606669,0.961207210904988
"ENSMUSG00000000439",137.378963515729,0.0874240299837632,0.221305600343776,0.395037585347856,0.692815149980917,0.989321908880927
"ENSMUSG00000000440",113.964048260308,0.172589768360831,0.221003849773465,0.780935574370038,0.434840387649118,0.956793269610641
"ENSMUSG00000000441",909.887073049206,-0.468524404090917,0.213804208595178,-2.19137128857006,0.0284249350620449,0.362424909488236
"ENSMUSG00000000486",12.1088688163411,0.843531241263073,0.71079027986507,1.18675123332188,0.235325759739394,0.877867988072706
"ENSMUSG00000000489",13.3773497827538,0.595032618182448,0.640629442569315,0.928824962830312,0.352979805420155,0.936810785787564
"ENSMUSG00000000530",38.7134262100905,-0.0980046581126713,0.383718586643054,-0.255407638629291,0.798408271622364,0.994752658532603
"ENSMUSG00000000531",14.2785205916466,-0.0499168883492604,0.646133231279281,-0.0772547919419495,0.938420854177188,0.998850659924667
"ENSMUSG00000000532",107.555039842305,0.316800470697536,0.251526512143379,1.25951124594352,0.207845730811941,0.84415172654433
"ENSMUSG00000000538",409.895526327319,0.0285040911648919,0.1536510645185,0.185511836538301,0.852827597183222,0.996353435869828
"ENSMUSG00000000552",87.6517111752526,-0.485426596555615,0.299164132621855,-1.62260960998689,0.104672884878661,0.673846907167379
"ENSMUSG00000000555",198.235079881328,-0.275482422635659,0.205156862973621,-1.34278921330105,0.179340237153738,0.820867660009727
"ENSMUSG00000000561",339.556911191557,-0.216181745723529,0.164042770010443,-1.31783769385123,0.18755798668135,0.827232793638456
"ENSMUSG00000000563",2770.41503215314,-0.104551339036163,0.158810437199781,-0.658340477361942,0.510319373776765,0.973660175866338
"ENSMUSG00000000567",49.2089470450369,-0.598899271242293,0.360708679232782,-1.66034061757576,0.0968459489334895,0.657918282424238
"ENSMUSG00000000568",235.38665373844,0.143834129092705,0.184778389403043,0.7784142374949,0.436324848036748,0.957353232651201
"ENSMUSG00000000579",18.408010931893,-0.0856601222056322,0.614017353393092,-0.139507656798737,0.88904900585685,0.998034668768571
"ENSMUSG00000000581",332.323532646791,0.0867578763063399,0.167261320940839,0.51869658698335,0.603972342126225,0.986350013506054
"ENSMUSG00000000594",978.807966716048,-0.353822638379924,0.144294461400352,-2.45208745329612,0.0142030138474993,0.249215805900573
"ENSMUSG00000000600",235.144312335417,-0.0812959139128372,0.219015536501281,-0.371187885624551,0.710497595498752,0.989793554591615
"ENSMUSG00000000605",699.680648979572,-0.0376443303881157,0.140849273421354,-0.267266770169994,0.789263769978722,0.994752658532603
"ENSMUSG00000000628",9.6578436314486,-0.475775487873418,0.814288701070725,-0.584283543720809,0.559029561943425,0.979155479325168
"ENSMUSG00000000631",1048.18497190367,-0.18691663462333,0.205195873621389,-0.910918096570561,0.362338529880258,0.938435778869201
"ENSMUSG00000000673",3970.29351827607,0.0698745306425862,0.12430552596352,0.56211926300921,0.574034764760498,0.981863711205564
"ENSMUSG00000000682",58.8927853757072,0.121371305171854,0.305597689775614,0.397160414599245,0.691249171224986,0.989321908880927
"ENSMUSG00000000686",228.36177694975,0.373102173927104,0.195336853783253,1.91004496438291,0.0561274241642427,0.514713089913533
"ENSMUSG00000000693",21.5980709558669,0.169558813702109,0.588489991188165,0.288125229385412,0.773250880875999,0.994752658532603
"ENSMUSG00000000708",1011.63545890052,-0.470082767904644,0.190065981567997,-2.47326093826248,0.0133886346323946,0.238148731520248
"ENSMUSG00000000711",1327.17963123663,-0.0605263883302287,0.127430108119734,-0.474977140201102,0.634803267029895,0.986350013506054
"ENSMUSG00000000732",14.3523907568928,0.00784800216382677,0.736515896590144,0.0106555774290287,0.991498240166763,0.99907563960744
"ENSMUSG00000000738",397.144611241474,-0.28434620724357,0.171756505307854,-1.65551928722532,0.0978192073680431,0.6592894942742
"ENSMUSG00000000739",78.2556833081656,1.13157249664403,0.335334935750031,3.37445454084014,0.000739621307135721,0.0288875587037015
"ENSMUSG00000000740",335.727504344409,-0.110982465331096,0.546420242290795,-0.203108261263925,0.839050414756503,0.995494553145184
"ENSMUSG00000000743",557.610772600819,0.0483346541423017,0.149441575450442,0.323435121696307,0.746365734404918,0.994269407647806
"ENSMUSG00000000751",306.249217865913,0.288430772038026,0.182620869506502,1.57939655427912,0.11424512723208,0.701095520935771
"ENSMUSG00000000753",5197.76868685658,-0.0602488772948437,0.120065388478757,-0.501800544338414,0.61580783019445,0.986350013506054
"ENSMUSG00000000759",210.590768760679,0.0486535718567243,0.237783229986708,0.204613133817065,0.837874393202864,0.995494553145184
"ENSMUSG00000000776",77.9491528448447,0.40245557649181,0.321091486348839,1.25339846617601,0.210060729406842,0.848720003501986
"ENSMUSG00000000782",36.2140893526275,-0.173442525647018,0.363961249197808,-0.47654118681397,0.633688872067542,0.986350013506054
"ENSMUSG00000000787",2712.2326145092,-0.373109409924657,0.147227904176159,-2.53423026030602,0.0112694652551286,0.216811804099781
"ENSMUSG00000000791",10.7400443291674,0.275676142619764,0.662552035954806,0.416082251143468,0.677349817151728,0.988686582091361
"ENSMUSG00000000804",454.096269583529,0.264358402227365,0.154243053371902,1.71390799422233,0.0865456246378876,0.626248389888107
"ENSMUSG00000000811",75.8171945385338,0.212421087981678,0.26440801218254,0.803383703195152,0.421752991488752,0.950748158112633
"ENSMUSG00000000823",264.26031080531,-0.291656100748124,0.252969328322651,-1.15293068405562,0.248938836519252,0.885099606464615
"ENSMUSG00000000826",829.643826929171,-0.0749082358389192,0.133809213549683,-0.559813736675957,0.575606492968093,0.982374028566546
"ENSMUSG00000000827",266.185566557202,0.0615113880870639,0.190449199676192,0.322980554350701,0.746709968888732,0.994303268671428
"ENSMUSG00000000838",282.073885894397,0.0840599595323634,0.217901978856085,0.385769601421938,0.699667310475465,0.989321908880927
"ENSMUSG00000000876",967.793133976192,-0.215791298260361,0.129646117219455,-1.66446402629309,0.0960197342760437,0.655122584552905
"ENSMUSG00000000881",148.838953306738,-0.367817617567889,0.271017387501611,-1.35717350447009,0.174726087365341,0.815378914280612
"ENSMUSG00000000884",14.3609756856956,0.289835171382418,0.636392034805159,0.455434945019629,0.648796359753107,0.986350013506054
"ENSMUSG00000000902",166.494873948702,-0.0389667148340134,0.204909739204482,-0.190165264888303,0.849179629024076,0.996353435869828
"ENSMUSG00000000915",416.099618243342,-0.157130919125626,0.235337515661465,-0.667683257741448,0.504335799264013,0.972845677733287
"ENSMUSG00000000916",88.3154586400555,0.132259071453967,0.281241603641986,0.470268515544129,0.638163188567143,0.986350013506054
"ENSMUSG00000000934",161.10134730912,-0.36647272005394,0.211475215238147,-1.73293461194139,0.0831072914972893,0.617417578971251
"ENSMUSG00000000948",81.4889087157545,-0.308805125780614,0.279470788596471,-1.10496387594376,0.269175242325007,0.897735433957914
"ENSMUSG00000000957",209.717894034155,0.124768517572202,0.178465434681728,0.699118671325414,0.484477870878371,0.970609625783744
"ENSMUSG00000000958",42.3418592958633,0.372579347184205,0.363047762350979,1.02625435499589,0.304771706484092,0.915944452787906
"ENSMUSG00000000959",417.465152394407,-0.208005125733722,0.161245296120095,-1.28999189891902,0.197053470845914,0.838570560030142
"ENSMUSG00000000976",249.819722289686,-0.291730000342161,0.22840024507908,-1.2772753384794,0.201505057097508,0.842314587882224
"ENSMUSG00000001016",140.59631032187,-0.142041406008369,0.250537851299555,-0.566945893690682,0.570750942350498,0.980385146305326
"ENSMUSG00000001017",509.667199615561,-0.130124365071113,0.143491450163438,-0.906844030936339,0.364489281907784,0.939357681339237
"ENSMUSG00000001018",184.906073306699,0.276408714303001,0.213924180547513,1.29208728810164,0.196326917625817,0.838570560030142
"ENSMUSG00000001025",11.321286499265,1.69570221791244,0.755014355161956,2.24592049981447,0.0247091005610306,0.339239279694616
"ENSMUSG00000001029",28.5019973614374,-0.123058788846156,0.441500953536393,-0.278728251571062,0.780453379763244,0.994752658532603
"ENSMUSG00000001034",24.4807158002753,0.0152623053659362,0.45393339430412,0.0336223453868895,0.973178303298309,0.998850659924667
"ENSMUSG00000001036",93.3253855164763,0.167847851911543,0.330272645794297,0.508209971515727,0.611306098607094,0.986350013506054
"ENSMUSG00000001052",315.233876789822,-0.0746065828091583,0.268003704084201,-0.278378924142476,0.780721496444928,0.994752658532603
"ENSMUSG00000001053",21.3594408757208,-0.596133952946786,0.626245584337328,-0.951917215636091,0.341138967839917,0.933815778810296
"ENSMUSG00000001054",108.584389065319,0.164697856431435,0.269241248943702,0.611711084678087,0.540728926721742,0.974196921286151
"ENSMUSG00000001056",130.004298513569,0.311686516379347,0.29657364260461,1.0509582498364,0.293277765339434,0.914768019622127
"ENSMUSG00000001062",175.858478516001,0.329257952166111,0.233864263783036,1.40790194636823,0.159160106684834,0.789877532658264
"ENSMUSG00000001065",320.956754208289,0.588944246064542,0.180172161966176,3.26878603019209,0.00108009946733452,0.0382173786688247
"ENSMUSG00000001082",28.1131090166234,0.0174494734078711,0.438209991936413,0.039819889388563,0.96823671936691,0.998850659924667
"ENSMUSG00000001089",271.552582408758,-0.0521563747962133,0.202821353750727,-0.257154258324865,0.797059693379888,0.994752658532603
"ENSMUSG00000001095",9.01417870499384,-1.88017778694829,0.770724918270784,-2.43949266771691,0.0147079011439905,0.253951203906957
"ENSMUSG00000001098",153.620454361313,-0.0792905254299271,0.200821614977988,-0.394830633339037,0.692967885699058,0.989321908880927
"ENSMUSG00000001100",708.602624166948,0.0719863053846175,0.139968307665769,0.514304320636026,0.607039241406219,0.986350013506054
"ENSMUSG00000001103",7.50728247533385,-0.583064940083929,0.807318489601226,-0.722224187348828,0.47015665486245,0.969300501773072
"ENSMUSG00000001105",379.305150753254,0.0628987718939294,0.164238009961185,0.382973295333976,0.701739564584598,0.989321908880927
"ENSMUSG00000001119",71.5162846785256,0.516876841523759,0.289841514907072,1.78330851496369,0.0745360960747351,0.592587098590491
"ENSMUSG00000001123",4902.41867743325,0.0317422571874466,0.112805035643871,0.281390427353421,0.778410959496002,0.994752658532603
"ENSMUSG00000001127",742.310732848064,-0.0912012376721718,0.18535095763485,-0.492046217812602,0.622686671145592,0.986350013506054
"ENSMUSG00000001128",215.899955990588,0.108270732447154,0.283680097413288,0.381664887436274,0.702709947716089,0.989321908880927
"ENSMUSG00000001134",144.72652756713,0.0600176125621209,0.202207074668717,0.296812624684125,0.766609566487618,0.994752658532603
"ENSMUSG00000001138",154.464529984138,0.545544058749313,0.236339073977296,2.30831089234834,0.0209818510494231,0.313085917788111
"ENSMUSG00000001143",184.723044199059,-0.210391629959018,0.221941765080719,-0.947958712874522,0.343150473203598,0.933815778810296
"ENSMUSG00000001150",313.262926505843,0.164603738452012,0.166513070849656,0.988533438318679,0.322891466443394,0.921985561715087
"ENSMUSG00000001151",131.641407831635,0.148430715160372,0.251737931872746,0.58962395558014,0.555442787576673,0.979009584598022
"ENSMUSG00000001155",4076.02143285099,0.0624922715074105,0.118746773277933,0.526265007312191,0.598704092379707,0.986350013506054
"ENSMUSG00000001156",83.3577997640082,0.360031799438295,0.348791832985563,1.03222542900882,0.301966525186124,0.914768019622127
"ENSMUSG00000001157",102.48437382854,-0.365530563178697,0.272359684341736,-1.34208762968038,0.179567584339365,0.821027486249794
"ENSMUSG00000001158",111.417880936066,0.0263629334210362,0.263431743284305,0.100075006498303,0.920284777628164,0.998850659924667
"ENSMUSG00000001166",10.2467911414912,0.675989816453736,0.743363173949399,0.909366834601563,0.363156522266278,0.938435778869201
"ENSMUSG00000001173",101.363085723611,-0.141874986854011,0.357458970533479,-0.396898661242922,0.691442191472008,0.989321908880927
"ENSMUSG00000001175",2042.89193979641,0.00326108854272002,0.155116684534458,0.0210234543918169,0.983226945909953,0.998850659924667
"ENSMUSG00000001211",2156.94960452577,-0.0583971803896507,0.125322989414719,-0.465973407292437,0.641234535448976,0.986350013506054
"ENSMUSG00000001227",25.6517555114003,0.325781125941415,0.538387324824078,0.605105489895896,0.545108906749268,0.97535907186667
"ENSMUSG00000001228",10.7808952444855,0.679406095360677,0.888885964635962,0.764334371776164,0.444668007330912,0.958119369951367
"ENSMUSG00000001229",582.655897079707,-0.214162920474776,0.180599416648459,-1.18584502901053,0.235683505233449,0.878428206256418
"ENSMUSG00000001240",69.5171269790161,0.244242865104339,0.299783445428149,0.814730996087901,0.415226306860605,0.950748158112633
"ENSMUSG00000001247",1357.700973384,0.122435319485343,0.18667537111941,0.655872913235165,0.511905897649334,0.973660175866338
"ENSMUSG00000001248",127.915000145476,0.108705403714161,0.222738602695709,0.488040251660676,0.625521330410409,0.986350013506054
"ENSMUSG00000001249",3196.21054378455,0.100974197878513,0.169708407713616,0.594986419582158,0.551852548759278,0.978502892354519
